id,kecamatan,varietas,jenis_tanah,tekstur,luas_lahan,curah_hujan,suhu,total_n_dasar,total_p_dasar,total_k_dasar,umur_hst,fase_tanaman,ph,n_ppm,p_ppm,k_ppm,status_hara,rekomendasi_tindakan,dosis_urea_susulan,dosis_sp36_susulan,dosis_kcl_susulan,total_umur_panen,hasil_panen_estimasi,sisa_hari_panen
400,Sonder,Pioneer Sweet Corn,Latosol,Lempung,0.8,188,30,38.0,15.0,15.0,17,Vegetatif Awal,6.3,31,17,19,Seimbang,Pertahankan Kondisi,0,0,0,90,6.8,73
401,Langowan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,0.7,188,28,38.0,15.0,15.0,82,Generatif,6.2,28,18,19,Seimbang,Pertahankan Kondisi,0,0,0,90,6.8,8
402,Tondano Selatan,Pertiwi,Andosol,Lempung,2.6,160,29,15.0,15.0,15.0,45,Vegetatif Aktif,6.7,14,14,22,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,6.6,60
403,Tomohon,Bisi 2,Regosol,Pasir,1.3,177,30,38.0,15.0,15.0,54,Vegetatif Aktif,6.5,23,21,14,Seimbang,Pertahankan Kondisi,0,0,0,115,6.8,61
404,Tomohon,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.8,224,28,38.0,15.0,15.0,36,Vegetatif Aktif,6.3,28,22,26,Seimbang,Pertahankan Kondisi,0,0,0,90,6.9,54
405,Langowan,Bisi 2,Regosol,Lempung Berpasir,1.1,243,27,15.0,15.0,15.0,33,Vegetatif Aktif,6.2,17,24,23,Seimbang,Pertahankan Kondisi,0,0,0,115,6.0,82
406,Tondano Utara,Pertiwi,Andosol,Pasir,2.1,245,27,23.0,0.0,0.0,49,Vegetatif Aktif,5.8,22,9,21,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,105,6.7,56
407,Kauditan,Pertiwi,Andosol,Pasir,0.9,250,26,23.0,0.0,0.0,20,Vegetatif Awal,5.5,29,10,13,Seimbang,Pertahankan Kondisi,0,0,0,105,6.6,85
408,Kauditan,Pertiwi,Andosol,Lempung,0.8,188,30,15.0,15.0,15.0,54,Vegetatif Aktif,6.0,19,19,14,Seimbang,Pertahankan Kondisi,0,0,0,105,6.7,51
409,Tondano Selatan,Pertiwi,Andosol,Lempung,1.7,208,27,23.0,0.0,0.0,66,Generatif,6.6,27,18,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.7,39
410,Langowan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.4,173,30,23.0,0.0,0.0,67,Generatif,6.7,24,12,19,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,23
411,Tondano Utara,Pertiwi,Andosol,Lempung,0.7,233,27,38.0,15.0,15.0,44,Vegetatif Aktif,5.9,23,18,17,Seimbang,Pertahankan Kondisi,0,0,0,105,7.7,61
412,Airmadidi,NK Perkasa,Regosol,Pasir,0.7,172,31,23.0,0.0,0.0,24,Vegetatif Awal,5.5,20,14,11,Seimbang,Pertahankan Kondisi,0,0,0,110,6.0,86
413,Tomohon,Pioneer Sweet Corn,Latosol,Lempung,2.8,214,28,23.0,0.0,0.0,44,Vegetatif Aktif,6.7,21,11,21,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,6.0,46
414,Sonder,Pioneer Sweet Corn,Latosol,Lempung,1.1,197,27,15.0,15.0,15.0,78,Generatif,6.3,27,18,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.8,12
415,Tondano Selatan,Pertiwi,Andosol,Lempung,0.5,235,26,38.0,15.0,15.0,37,Vegetatif Aktif,6.0,27,24,26,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,68
416,Tondano Utara,Pertiwi,Andosol,Pasir,2.5,186,28,15.0,15.0,15.0,54,Vegetatif Aktif,6.1,23,26,24,Seimbang,Pertahankan Kondisi,0,0,0,105,6.6,51
417,Airmadidi,NK Perkasa,Andosol,Pasir,1.7,203,27,38.0,15.0,15.0,46,Vegetatif Aktif,5.9,34,17,26,Seimbang,Pertahankan Kondisi,0,0,0,110,7.6,64
418,Tombulu,NK Perkasa,Regosol,Pasir,1.4,199,30,15.0,15.0,15.0,85,Generatif,6.3,26,24,22,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9,25
419,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,0.5,160,27,38.0,15.0,15.0,34,Vegetatif Aktif,6.1,36,22,26,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,81
420,Airmadidi,NK Perkasa,Regosol,Pasir,0.9,181,31,38.0,15.0,15.0,11,Vegetatif Awal,6.2,34,22,16,Seimbang,Pertahankan Kondisi,0,0,0,110,6.7,99
421,Tomohon,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.5,159,27,15.0,15.0,15.0,12,Vegetatif Awal,6.7,26,14,17,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,78
422,Tomohon,NK Perkasa,Regosol,Lempung Berpasir,1.0,173,26,15.0,15.0,15.0,11,Vegetatif Awal,6.7,22,20,14,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9,99
423,Kauditan,Pertiwi,Andosol,Lempung,2.4,198,31,38.0,15.0,15.0,65,Generatif,6.2,36,21,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,7.6,40
424,Langowan,NK Perkasa,Regosol,Lempung Berpasir,2.7,188,26,23.0,0.0,0.0,76,Generatif,6.2,16,16,21,Seimbang,Pertahankan Kondisi,0,0,0,110,6.0,34
425,Tondano Utara,Bisi 2,Regosol,Pasir,2.2,220,28,23.0,0.0,0.0,62,Generatif,6.2,26,11,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.9,53
426,Sonder,NK Perkasa,Regosol,Lempung Berpasir,1.3,220,29,0.0,0.0,0.0,19,Vegetatif Awal,6.0,14,15,11,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,4.9,91
427,Tombulu,Pioneer Sweet Corn,Latosol,Lempung,0.7,167,29,15.0,15.0,15.0,33,Vegetatif Aktif,5.6,20,16,16,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,57
428,Tondano Selatan,Pertiwi,Andosol,Lempung,1.0,178,28,0.0,0.0,0.0,16,Vegetatif Awal,6.5,11,9,22,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,5.7,89
429,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,2.9,244,27,38.0,15.0,15.0,60,Generatif,6.3,33,22,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,6.9,55
430,Tomohon,NK Perkasa,Regosol,Pasir,1.8,225,31,0.0,0.0,0.0,26,Vegetatif Aktif,6.4,15,14,10,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.1,84
431,Sonder,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.9,238,31,0.0,0.0,0.0,78,Generatif,5.5,10,20,10,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,4.9,12
432,Tomohon,NK Perkasa,Andosol,Lempung,0.9,234,30,0.0,0.0,0.0,60,Generatif,6.4,22,11,13,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,5.8,50
433,Sonder,NK Perkasa,Andosol,Pasir,2.7,241,31,15.0,15.0,15.0,51,Vegetatif Aktif,6.3,16,23,17,Seimbang,Pertahankan Kondisi,0,0,0,110,6.6,59
434,Tombulu,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.3,157,31,15.0,15.0,15.0,18,Vegetatif Awal,6.4,23,24,22,Seimbang,Pertahankan Kondisi,0,0,0,90,6.0,72
435,Sonder,Pioneer Sweet Corn,Latosol,Lempung,1.2,151,29,0.0,0.0,0.0,24,Vegetatif Awal,6.6,23,18,21,Seimbang,Pertahankan Kondisi,0,0,0,90,5.0,66
436,Kauditan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.4,150,26,0.0,0.0,0.0,71,Generatif,5.7,21,12,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,4.9,19
437,Tomohon,Bisi 2,Regosol,Lempung Berpasir,1.3,153,26,15.0,15.0,15.0,71,Generatif,5.8,16,26,18,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8,44
438,Tombulu,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.0,189,31,15.0,15.0,15.0,36,Vegetatif Aktif,6.2,29,24,19,Seimbang,Pertahankan Kondisi,0,0,0,90,6.0,54
439,Langowan,Bisi 2,Regosol,Lempung Berpasir,0.6,179,30,0.0,0.0,0.0,29,Vegetatif Aktif,5.6,24,12,15,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,5.0,86
440,Tomohon,NK Perkasa,Regosol,Pasir,2.5,193,29,23.0,0.0,0.0,13,Vegetatif Awal,6.0,27,13,22,Seimbang,Pertahankan Kondisi,0,0,0,110,6.0,97
441,Tomohon,NK Perkasa,Andosol,Pasir,0.6,229,30,23.0,0.0,0.0,62,Generatif,6.6,23,8,18,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,48
442,Airmadidi,NK Perkasa,Andosol,Lempung,0.5,200,31,23.0,0.0,0.0,39,Vegetatif Aktif,6.6,28,15,18,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,71
443,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung Berpasir,0.6,220,27,38.0,15.0,15.0,69,Generatif,5.7,35,20,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,6.8,21
444,Langowan,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.5,164,31,23.0,0.0,0.0,70,Generatif,6.6,23,18,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,6.0,20
445,Tombulu,Pioneer Sweet Corn,Latosol,Lempung Berpasir,1.4,199,28,0.0,0.0,0.0,24,Vegetatif Awal,6.6,19,10,18,Defisiensi_N,Tambah Urea Susulan I,100,0,0,90,5.1,66
446,Tombulu,NK Perkasa,Regosol,Pasir,2.9,174,31,15.0,15.0,15.0,38,Vegetatif Aktif,5.7,16,24,14,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9,72
447,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,2.7,223,30,0.0,0.0,0.0,32,Vegetatif Aktif,6.7,11,16,14,Seimbang,Pertahankan Kondisi,0,0,0,115,5.0,83
448,Airmadidi,NK Perkasa,Andosol,Lempung,0.9,250,28,23.0,0.0,0.0,49,Vegetatif Aktif,6.4,30,16,18,Seimbang,Pertahankan Kondisi,0,0,0,110,6.7,61
449,Tondano Utara,Pertiwi,Andosol,Lempung,2.4,190,29,38.0,15.0,15.0,42,Vegetatif Aktif,6.7,21,23,26,Seimbang,Pertahankan Kondisi,0,0,0,105,7.7,63
450,Tondano Utara,Pertiwi,Andosol,Pasir,2.7,191,26,0.0,0.0,0.0,57,Generatif,6.2,12,18,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.8,48
451,Tomohon,NK Perkasa,Andosol,Lempung,1.7,197,27,0.0,0.0,0.0,18,Vegetatif Awal,6.6,24,13,15,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9,92
452,Tombulu,Pioneer Sweet Corn,Latosol,Lempung,2.9,245,27,23.0,0.0,0.0,82,Generatif,6.7,20,17,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,6.0,8
453,Sonder,Pioneer Sweet Corn,Latosol,Lempung,2.7,176,27,23.0,0.0,0.0,52,Vegetatif Aktif,6.0,17,15,21,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,38
454,Kauditan,Pertiwi,Andosol,Pasir,2.3,192,30,15.0,15.0,15.0,19,Vegetatif Awal,5.6,17,18,19,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,6.7,86
455,Tomohon,Bisi 2,Regosol,Lempung Berpasir,0.5,172,29,15.0,15.0,15.0,61,Generatif,5.9,29,20,20,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8,54
456,Tomohon,NK Perkasa,Regosol,Lempung Berpasir,1.0,209,31,23.0,0.0,0.0,22,Vegetatif Awal,6.1,17,18,21,Defisiensi_N,Tambah Urea Susulan I,100,0,0,110,5.9,88
457,Tondano Utara,Bisi 2,Latosol,Lempung,1.6,209,28,23.0,0.0,0.0,46,Vegetatif Aktif,6.2,24,11,18,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,6.0,69
458,Kauditan,NK Perkasa,Regosol,Lempung Berpasir,1.3,216,27,38.0,15.0,15.0,29,Vegetatif Aktif,6.7,35,24,25,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,81
459,Tondano Utara,Pertiwi,Andosol,Lempung,1.5,196,27,38.0,15.0,15.0,47,Vegetatif Aktif,6.5,30,22,20,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,58
460,Tondano Utara,NK Perkasa,Regosol,Pasir,0.9,198,30,38.0,15.0,15.0,69,Generatif,6.7,25,23,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,6.8,41
461,Langowan,Bisi 2,Regosol,Pasir,3.0,204,30,23.0,0.0,0.0,47,Vegetatif Aktif,6.4,16,18,18,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8,68
462,Airmadidi,NK Perkasa,Regosol,Pasir,2.9,178,27,23.0,0.0,0.0,40,Vegetatif Aktif,6.7,20,12,11,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,5.9,70
463,Airmadidi,NK Perkasa,Andosol,Pasir,1.2,239,28,23.0,0.0,0.0,78,Generatif,6.0,27,8,20,Seimbang,Pertahankan Kondisi,0,0,0,110,6.7,32
464,Sonder,NK Perkasa,Regosol,Lempung Berpasir,1.6,182,30,38.0,15.0,15.0,30,Vegetatif Aktif,5.9,32,24,16,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,80
465,Tondano Utara,Pertiwi,Andosol,Pasir,0.7,189,29,38.0,15.0,15.0,81,Generatif,5.7,22,17,18,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,24
466,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,2.4,212,29,38.0,15.0,15.0,47,Vegetatif Aktif,6.5,27,18,25,Seimbang,Pertahankan Kondisi,0,0,0,90,6.7,43
467,Tondano Selatan,Bisi 2,Regosol,Pasir,2.0,151,28,15.0,15.0,15.0,63,Generatif,6.2,25,25,25,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8,52
468,Airmadidi,NK Perkasa,Andosol,Pasir,1.5,225,29,23.0,0.0,0.0,42,Vegetatif Aktif,6.6,22,13,15,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,110,6.8,68
469,Tondano Selatan,Pertiwi,Andosol,Pasir,0.9,164,30,0.0,0.0,0.0,19,Vegetatif Awal,5.5,13,19,13,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,5.8,86
470,Sonder,NK Perkasa,Andosol,Pasir,1.0,188,27,0.0,0.0,0.0,66,Generatif,6.5,17,19,18,Seimbang,Pertahankan Kondisi,0,0,0,110,5.7,44
471,Tondano Selatan,Pertiwi,Andosol,Pasir,2.0,205,30,0.0,0.0,0.0,85,Generatif,6.5,17,19,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.8,20
472,Langowan,Pertiwi,Andosol,Lempung,0.8,240,28,0.0,0.0,0.0,57,Generatif,5.9,20,15,10,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.8,48
473,Tombulu,Pioneer Sweet Corn,Latosol,Lempung,2.9,167,27,23.0,0.0,0.0,45,Vegetatif Aktif,6.5,29,18,20,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,45
474,Tondano Utara,NK Perkasa,Regosol,Lempung Berpasir,0.5,225,27,15.0,15.0,15.0,71,Generatif,6.0,23,20,21,Seimbang,Pertahankan Kondisi,0,0,0,110,5.8,39
475,Tondano Utara,Pertiwi,Andosol,Pasir,2.2,235,27,0.0,0.0,0.0,75,Generatif,6.4,13,9,21,Seimbang,Pertahankan Kondisi,0,0,0,105,5.8,30
476,Tondano Selatan,Pertiwi,Andosol,Pasir,2.7,198,30,15.0,15.0,15.0,21,Vegetatif Awal,5.7,18,26,19,Defisiensi_N,Tambah Urea Susulan I,100,0,0,105,6.8,84
477,Tombulu,Pertiwi,Andosol,Pasir,1.1,187,28,38.0,15.0,15.0,28,Vegetatif Aktif,6.0,25,21,14,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,77
478,Tomohon,Pioneer Sweet Corn,Latosol,Lempung,0.8,163,30,23.0,0.0,0.0,43,Vegetatif Aktif,5.8,29,18,19,Seimbang,Pertahankan Kondisi,0,0,0,90,6.0,47
479,Sonder,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.1,174,30,15.0,15.0,15.0,51,Vegetatif Aktif,5.9,26,20,21,Seimbang,Pertahankan Kondisi,0,0,0,90,6.0,39
480,Tondano Utara,Bisi 2,Latosol,Lempung Berpasir,2.2,231,26,38.0,15.0,15.0,26,Vegetatif Aktif,5.5,28,16,24,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,89
481,Tombulu,Bisi 2,Regosol,Pasir,1.9,223,26,38.0,15.0,15.0,29,Vegetatif Aktif,6.7,24,20,22,Seimbang,Pertahankan Kondisi,0,0,0,115,6.8,86
482,Tomohon,NK Perkasa,Regosol,Pasir,1.8,246,29,38.0,15.0,15.0,74,Generatif,6.5,29,21,19,Seimbang,Pertahankan Kondisi,0,0,0,110,6.7,36
483,Sonder,Bisi 2,Regosol,Pasir,2.1,183,26,15.0,15.0,15.0,31,Vegetatif Aktif,6.6,24,14,14,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,5.9,84
484,Tombulu,NK Perkasa,Regosol,Pasir,2.9,236,26,23.0,0.0,0.0,67,Generatif,5.9,30,19,12,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,6.0,43
485,Tondano Utara,Bisi 2,Latosol,Lempung Berpasir,2.7,250,29,0.0,0.0,0.0,53,Vegetatif Aktif,5.6,20,8,22,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,115,5.1,62
486,Sonder,NK Perkasa,Regosol,Pasir,1.8,156,28,15.0,15.0,15.0,52,Vegetatif Aktif,6.3,17,24,21,Seimbang,Pertahankan Kondisi,0,0,0,110,6.0,58
487,Airmadidi,Bisi 2,Regosol,Pasir,1.7,209,29,15.0,15.0,15.0,63,Generatif,5.6,15,25,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.9,52
488,Tomohon,NK Perkasa,Regosol,Lempung Berpasir,2.9,220,29,15.0,15.0,15.0,37,Vegetatif Aktif,6.1,16,16,16,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9,73
489,Sonder,Bisi 2,Regosol,Pasir,1.5,157,29,38.0,15.0,15.0,10,Vegetatif Awal,6.1,36,26,19,Seimbang,Pertahankan Kondisi,0,0,0,115,6.8,105
490,Airmadidi,NK Perkasa,Andosol,Lempung,1.0,234,28,23.0,0.0,0.0,57,Generatif,6.7,27,15,22,Seimbang,Pertahankan Kondisi,0,0,0,110,6.7,53
491,Langowan,Bisi 2,Regosol,Pasir,1.3,173,29,15.0,15.0,15.0,52,Vegetatif Aktif,6.3,20,19,15,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8,63
492,Langowan,Pertiwi,Andosol,Lempung,2.6,151,31,15.0,15.0,15.0,60,Generatif,6.6,15,22,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,6.6,45
493,Sonder,Bisi 2,Regosol,Lempung Berpasir,2.5,226,31,23.0,0.0,0.0,12,Vegetatif Awal,5.8,17,10,17,Defisiensi_N,Tambah Urea Susulan I,100,0,0,115,5.9,103
494,Sonder,Pioneer Sweet Corn,Latosol,Lempung Berpasir,0.7,179,28,15.0,15.0,15.0,48,Vegetatif Aktif,6.5,28,22,25,Seimbang,Pertahankan Kondisi,0,0,0,90,5.8,42
495,Tombulu,Bisi 2,Regosol,Pasir,2.6,225,31,15.0,15.0,15.0,48,Vegetatif Aktif,6.2,22,22,18,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,67
496,Sonder,NK Perkasa,Regosol,Lempung Berpasir,2.3,209,30,23.0,0.0,0.0,21,Vegetatif Awal,6.0,25,13,19,Seimbang,Pertahankan Kondisi,0,0,0,110,6.0,89
497,Tondano Utara,Bisi 2,Latosol,Lempung,2.2,184,28,23.0,0.0,0.0,58,Generatif,5.9,17,14,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,5.9,57
498,Tombulu,Pertiwi,Andosol,Lempung,2.4,238,26,38.0,15.0,15.0,27,Vegetatif Aktif,6.7,25,21,22,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,78
499,Tondano Utara,Pertiwi,Andosol,Lempung,1.6,210,30,38.0,15.0,15.0,57,Generatif,6.7,36,17,23,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,48
500,Tondano Selatan,NK Perkasa,Regosol,Pasir,2.5,233,30,15.0,15.0,15.0,34,Vegetatif Aktif,5.7,28,18,17,Seimbang,Pertahankan Kondisi,0,0,0,110,5.8,76
501,Tondano Selatan,Bisi 2,Latosol,Lempung,1.8,207,29,38.0,15.0,15.0,29,Vegetatif Aktif,6.2,22,16,20,Seimbang,Pertahankan Kondisi,0,0,0,115,6.8,86
502,Tombulu,Pertiwi,Andosol,Pasir,1.4,237,31,0.0,0.0,0.0,76,Generatif,6.5,22,20,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,105,5.7,29
503,Langowan,Pioneer Sweet Corn,Latosol,Lempung,0.9,199,29,23.0,0.0,0.0,70,Generatif,6.1,24,16,14,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.9,20
504,Kauditan,NK Perkasa,Regosol,Pasir,2.8,213,26,23.0,0.0,0.0,85,Generatif,6.0,30,18,22,Seimbang,Pertahankan Kondisi,0,0,0,110,5.9,25
505,Langowan,Pertiwi,Andosol,Lempung,1.4,175,29,15.0,15.0,15.0,19,Vegetatif Awal,5.7,28,20,24,Seimbang,Pertahankan Kondisi,0,0,0,105,6.6,86
506,Tondano Selatan,NK Perkasa,Regosol,Lempung Berpasir,1.5,152,26,38.0,15.0,15.0,23,Vegetatif Awal,6.0,34,18,22,Seimbang,Pertahankan Kondisi,0,0,0,110,6.8,87
507,Tondano Selatan,Bisi 2,Latosol,Lempung Berpasir,1.4,154,26,0.0,0.0,0.0,82,Generatif,5.6,19,17,11,Defisiensi_K,Tambah KCl Susulan III,0,0,75,115,4.9,33
508,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,1.6,218,29,23.0,0.0,0.0,74,Generatif,6.3,24,20,10,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.9,16
509,Airmadidi,Bisi 2,Regosol,Pasir,3.0,164,31,15.0,15.0,15.0,45,Vegetatif Aktif,6.7,21,22,17,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8,70
510,Langowan,Pioneer Sweet Corn,Latosol,Lempung,2.6,150,27,23.0,0.0,0.0,81,Generatif,6.4,25,8,16,Defisiensi_K,Tambah KCl Susulan III,0,0,75,90,5.9,9
511,Kauditan,Bisi 2,Regosol,Lempung Berpasir,0.8,174,26,15.0,15.0,15.0,20,Vegetatif Awal,5.7,25,19,15,Seimbang,Pertahankan Kondisi,0,0,0,115,5.8,95
512,Langowan,Pertiwi,Andosol,Pasir,2.0,193,29,0.0,0.0,0.0,11,Vegetatif Awal,6.3,22,20,22,Seimbang,Pertahankan Kondisi,0,0,0,105,5.8,94
513,Sonder,Pioneer Sweet Corn,Latosol,Lempung Berpasir,2.6,184,27,0.0,0.0,0.0,18,Vegetatif Awal,5.7,18,20,11,Defisiensi_N,Tambah Urea Susulan I,100,0,0,90,5.1,72
514,Airmadidi,NK Perkasa,Andosol,Lempung,2.4,238,27,23.0,0.0,0.0,76,Generatif,6.3,22,12,10,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,6.7,34
515,Kauditan,Bisi 2,Regosol,Pasir,1.4,155,30,38.0,15.0,15.0,14,Vegetatif Awal,5.9,29,24,21,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,101
516,Tomohon,NK Perkasa,Andosol,Lempung,1.1,235,31,15.0,15.0,15.0,59,Generatif,6.1,14,25,17,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,6.8,51
517,Tondano Utara,Bisi 2,Latosol,Lempung Berpasir,1.0,228,27,15.0,15.0,15.0,84,Generatif,6.3,25,17,24,Seimbang,Pertahankan Kondisi,0,0,0,115,5.9,31
518,Tomohon,NK Perkasa,Regosol,Lempung Berpasir,1.7,243,31,15.0,15.0,15.0,50,Vegetatif Aktif,5.7,27,25,22,Seimbang,Pertahankan Kondisi,0,0,0,110,5.8,60
519,Sonder,NK Perkasa,Andosol,Pasir,1.7,196,26,0.0,0.0,0.0,33,Vegetatif Aktif,5.8,21,20,19,Seimbang,Pertahankan Kondisi,0,0,0,110,5.7,77
520,Tondano Utara,Pertiwi,Andosol,Lempung,1.1,221,27,38.0,15.0,15.0,32,Vegetatif Aktif,5.5,29,21,16,Seimbang,Pertahankan Kondisi,0,0,0,105,7.6,73
521,Tomohon,Pioneer Sweet Corn,Latosol,Lempung,2.4,211,30,15.0,15.0,15.0,33,Vegetatif Aktif,6.2,16,17,21,Seimbang,Pertahankan Kondisi,0,0,0,90,6.0,57
522,Airmadidi,NK Perkasa,Andosol,Lempung,0.6,170,26,15.0,15.0,15.0,58,Generatif,5.9,14,18,15,Defisiensi_K,Tambah KCl Susulan III,0,0,75,110,6.7,52
523,Tondano Utara,Pertiwi,Andosol,Pasir,2.6,209,31,15.0,15.0,15.0,59,Generatif,6.6,18,23,26,Seimbang,Pertahankan Kondisi,0,0,0,105,6.7,46
524,Sonder,NK Perkasa,Regosol,Lempung Berpasir,1.3,246,27,38.0,15.0,15.0,73,Generatif,5.5,32,20,20,Seimbang,Pertahankan Kondisi,0,0,0,110,6.9,37
525,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung,2.5,240,27,15.0,15.0,15.0,31,Vegetatif Aktif,5.8,25,20,23,Seimbang,Pertahankan Kondisi,0,0,0,90,5.9,59
526,Tombulu,Pertiwi,Andosol,Lempung,1.5,180,29,15.0,15.0,15.0,32,Vegetatif Aktif,5.9,27,26,24,Seimbang,Pertahankan Kondisi,0,0,0,105,6.8,73
527,Tomohon,Bisi 2,Regosol,Lempung Berpasir,0.9,243,29,38.0,15.0,15.0,15,Vegetatif Awal,5.7,25,17,19,Seimbang,Pertahankan Kondisi,0,0,0,115,6.9,100
528,Tombulu,NK Perkasa,Regosol,Pasir,1.5,185,26,15.0,15.0,15.0,80,Generatif,6.6,14,25,18,Seimbang,Pertahankan Kondisi,0,0,0,110,5.8,30
529,Tondano Utara,Pertiwi,Andosol,Pasir,1.9,181,28,15.0,15.0,15.0,33,Vegetatif Aktif,6.1,22,23,25,Seimbang,Pertahankan Kondisi,0,0,0,105,6.6,72
530,Airmadidi,Pioneer Sweet Corn,Latosol,Lempung Berpasir,0.8,192,31,23.0,0.0,0.0,46,Vegetatif Aktif,5.9,19,10,21,Defisiensi_P,Tambah SP36 Susulan II,0,50,0,90,5.9,44
531,Tondano Utara,Bisi 2,Regosol,Lempung Berpasir,2.3,181,27,0.0,0.0,0.0,23,Vegetatif Awal,6.5,12,20,19,Defisiensi_N,Tambah Urea Susulan I,100,0,0,115,4.9,92
532,Airmadidi,NK Perkasa,Andosol,Pasir,2.4,245,28,38.0,15.0,15.0,71,Generatif,5.9,33,15,18,Seimbang,Pertahankan Kondisi,0,0,0,110,7.7,39
533,Airmadidi,NK Perkasa,Andosol,Pasir,1.4,250,27,15.0,15.0,15.0,19,Vegetatif Awal,6.4,26,21,17,Seimbang,Pertahankan Kondisi,0,0,0,110,6.7,91
